CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus
53378,0,10,Mobile Phone,1,9,Credit Card,Male,4,4,Mobile Phone,3,Single
53379,1,1,Phone,3,28,UPI,Male,3,5,Mobile Phone,4,Single
53380,1,1,Mobile Phone,1,11,COD,Male,3,4,Mobile Phone,5,Single
53381,0,5,Mobile Phone,1,19,Credit Card,Female,3,4,Laptop & Accessory,2,Divorced
53382,0,14,Computer,1,16,Credit Card,Male,3,4,Mobile Phone,4,Married
53383,0,6,Mobile Phone,1,10,Credit Card,Female,4,4,Laptop & Accessory,5,Divorced
53384,1,1,Mobile Phone,3,10,Debit Card,Male,3,5,Fashion,2,Divorced
53385,0,7,Mobile Phone,1,7,Debit Card,Female,3,5,Laptop & Accessory,2,Single
53386,1,1,Mobile Phone,3,7,Debit Card,Male,3,5,Fashion,3,Divorced
53387,0,19,Computer,1,11,Debit Card,Male,3,4,Laptop & Accessory,4,Divorced
53388,0,3,Computer,3,27,COD,Female,3,4,Mobile Phone,2,Divorced
53389,0,9,Mobile Phone,3,25,Credit Card,Female,3,4,Laptop & Accessory,3,Divorced
53390,0,26,Mobile Phone,1,7,Debit Card,Male,4,4,Grocery,2,Divorced
53391,1,21,Mobile Phone,1,9,COD,Male,3,4,Mobile Phone,3,Single
53392,0,27,Mobile Phone,3,9,Credit Card,Male,3,4,Grocery,3,Married
53393,0,4,Mobile Phone,3,15,UPI,Male,4,4,Fashion,3,Married
53394,0,12,Computer,3,17,COD,Female,3,4,Laptop & Accessory,2,Single
53395,0,9,Mobile Phone,3,10,Debit Card,Male,4,4,Fashion,2,Married
53396,0,13,Mobile Phone,3,9,Debit Card,Male,3,2,Fashion,3,Single
53397,1,4,Computer,3,31,Debit Card,Female,4,2,Grocery,4,Single
53398,0,21,Computer,1,23,Credit Card,Male,4,2,Laptop & Accessory,3,Married
53399,0,10,Computer,3,15,COD,Male,3,4,Laptop & Accessory,2,Married
53400,1,1,Computer,1,16,Credit Card,Male,3,5,Mobile Phone,5,Single
53401,0,7,Computer,3,24,Debit Card,Male,3,4,Grocery,3,Single
53402,1,1,Phone,1,17,Debit Card,Female,4,5,Mobile Phone,5,Single
53403,0,7,Mobile Phone,1,20,Debit Card,Female,3,4,Mobile Phone,2,Single
53404,0,19,Phone,1,7,Credit Card,Female,4,4,Mobile Phone,2,Married
53405,0,24,Mobile Phone,1,7,Credit Card,Male,4,4,Grocery,2,Married
53406,0,7,Computer,1,7,UPI,Female,3,2,Laptop & Accessory,4,Divorced
53407,0,15,Computer,1,16,Credit Card,Male,4,4,Others,3,Married
53408,0,1,Mobile Phone,1,23,COD,Female,3,4,Mobile Phone,4,Divorced
53409,0,19,Computer,1,30,Debit Card,Male,3,4,Laptop & Accessory,5,Divorced
53410,0,21,Mobile Phone,3,11,Debit Card,Female,3,4,Laptop & Accessory,2,Single
53411,1,1,Phone,1,29,Debit Card,Female,3,4,Mobile Phone,3,Divorced
53412,0,24,Mobile Phone,1,31,Debit Card,Male,4,4,Grocery,3,Divorced
53413,0,12,Computer,1,17,Credit Card,Male,4,4,Mobile Phone,3,Divorced
53414,0,20,Mobile Phone,1,14,Credit Card,Male,4,4,Fashion,3,Married
53415,0,1,Mobile Phone,1,24,Credit Card,Female,3,5,Laptop & Accessory,3,Married
53416,1,1,Mobile Phone,1,21,UPI,Male,3,5,Mobile Phone,4,Married
53417,0,5,Computer,1,7,Debit Card,Female,4,4,Laptop & Accessory,5,Divorced
53418,0,1,Computer,1,12,Debit Card,Male,4,4,Mobile,2,Single
53419,0,28,Mobile Phone,1,24,Cash on Delivery,Female,3,4,Fashion,3,Divorced
53420,0,9,Mobile Phone,1,32,Credit Card,Female,3,4,Fashion,3,Married
53421,0,4,Mobile Phone,1,15,Debit Card,Female,4,2,Fashion,5,Divorced
53422,1,1,Mobile Phone,1,18,Credit Card,Female,4,5,Mobile Phone,5,Single
53423,1,1,Computer,1,12,Credit Card,Female,3,4,Mobile Phone,4,Single
53424,0,1,Mobile Phone,1,9,Credit Card,Male,3,2,Laptop & Accessory,2,Divorced
53425,0,1,Phone,1,15,Debit Card,Male,4,6,Mobile Phone,5,Divorced
53426,0,22,Mobile Phone,1,13,Debit Card,Male,4,5,Laptop & Accessory,3,Single
53427,0,22,Mobile Phone,1,11,Debit Card,Male,4,5,Fashion,3,Single
53428,0,15,Mobile Phone,1,14,Credit Card,Female,3,4,Laptop & Accessory,3,Single
53429,0,13,Mobile Phone,1,7,Debit Card,Female,4,5,Grocery,2,Divorced
53430,0,1,Mobile Phone,1,9,Debit Card,Female,3,4,Laptop & Accessory,2,Divorced
53431,0,9,Mobile Phone,1,17,UPI,Male,3,4,Mobile Phone,2,Married
53432,0,16,Mobile Phone,3,12,E wallet,Male,3,4,Others,3,Divorced
53433,0,24,Phone,1,16,Debit Card,Male,4,4,Mobile Phone,2,Divorced
53434,0,31,Mobile Phone,1,9,Debit Card,Female,4,5,Grocery,2,Single
53435,1,1,Mobile Phone,1,18,Credit Card,Female,4,6,Laptop & Accessory,4,Divorced
53436,0,29,Computer,1,25,Credit Card,Male,4,4,Laptop & Accessory,4,Divorced
53437,0,15,Computer,1,14,Debit Card,Female,3,6,Others,3,Married
53438,0,12,Mobile Phone,3,10,Debit Card,Male,3,4,Laptop & Accessory,2,Single
53439,1,1,Computer,3,36,Credit Card,Male,4,6,Laptop & Accessory,5,Single
53440,1,16,Mobile Phone,3,9,E wallet,Female,3,6,Others,2,Divorced
53441,0,18,Mobile Phone,3,35,Credit Card,Female,3,2,Grocery,2,Divorced
53442,0,24,Computer,3,7,Debit Card,Female,4,4,Laptop & Accessory,3,Divorced
53443,1,1,Mobile Phone,1,23,Debit Card,Female,3,2,Mobile Phone,5,Single
53444,0,13,Computer,1,29,Credit Card,Female,3,4,Fashion,5,Single
53445,0,7,Computer,3,15,Debit Card,Female,3,5,Mobile Phone,2,Single
53446,0,19,Mobile Phone,3,18,Debit Card,Female,3,4,Grocery,2,Divorced
53447,0,6,Computer,1,36,Credit Card,Female,4,4,Mobile Phone,3,Single
53448,0,8,Mobile Phone,3,7,E wallet,Male,4,2,Laptop & Accessory,2,Married
53449,0,31,Mobile Phone,3,7,Cash on Delivery,Male,4,4,Fashion,2,Divorced
53450,0,19,Phone,2,31,Credit Card,Male,3,4,Mobile Phone,4,Single
53451,0,27,Computer,3,9,E wallet,Female,3,5,Fashion,4,Divorced
53452,1,1,Mobile Phone,1,22,UPI,Male,3,4,Laptop & Accessory,3,Married
53453,1,1,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,5,Divorced
53454,0,8,Phone,3,17,Debit Card,Female,3,4,Mobile Phone,3,Divorced
53455,0,2,Phone,3,17,Credit Card,Male,4,4,Mobile Phone,4,Divorced
53456,0,12,Computer,1,10,UPI,Male,3,4,Mobile Phone,3,Divorced
53457,0,24,Mobile Phone,1,9,Credit Card,Male,4,4,Others,3,Divorced
53458,0,11,Mobile Phone,1,10,UPI,Female,3,4,Laptop & Accessory,4,Single
53459,0,14,Mobile Phone,3,33,E wallet,Male,4,4,Laptop & Accessory,5,Divorced
53460,0,1,Computer,1,7,Credit Card,Female,4,5,Mobile Phone,3,Married
53461,0,20,Mobile Phone,1,7,Credit Card,Male,3,4,Others,2,Married
53462,0,28,Mobile Phone,3,9,Debit Card,Female,3,5,Fashion,3,Divorced
53463,0,30,Computer,1,16,Credit Card,Female,4,4,Mobile Phone,3,Divorced
53464,0,10,Mobile Phone,1,19,Credit Card,Female,3,5,Fashion,2,Single
53465,0,29,Computer,1,9,Credit Card,Male,3,5,Grocery,5,Single
53466,0,17,Mobile Phone,3,32,Credit Card,Male,4,5,Fashion,2,Married
53467,1,1,Computer,3,16,E wallet,Female,3,4,Mobile Phone,2,Single
53468,1,1,Phone,1,17,Debit Card,Female,3,5,Mobile Phone,5,Single
53469,0,20,Mobile Phone,1,15,Debit Card,Female,4,5,Laptop & Accessory,5,Married
53470,1,15,Mobile Phone,1,11,Debit Card,Male,3,4,Mobile Phone,3,Divorced
53471,1,1,Computer,1,31,Cash on Delivery,Male,4,5,Fashion,5,Single
53472,0,1,Mobile Phone,1,7,Credit Card,Male,3,5,Mobile Phone,5,Divorced
53473,0,4,Mobile Phone,1,27,UPI,Male,3,4,Laptop & Accessory,5,Divorced
53474,0,15,Mobile Phone,1,14,COD,Female,3,2,Mobile Phone,3,Divorced
53475,0,12,Mobile Phone,1,24,Debit Card,Female,4,5,Fashion,3,Divorced
53476,0,14,Mobile Phone,1,27,Cash on Delivery,Male,4,4,Fashion,2,Divorced
53477,0,1,Computer,1,15,Debit Card,Male,3,6,Mobile Phone,3,Divorced
53478,0,29,Computer,1,9,Debit Card,Male,4,4,Fashion,4,Divorced
53479,0,2,Mobile Phone,1,17,UPI,Female,3,4,Laptop & Accessory,3,Single
53480,1,8,Mobile Phone,2,7,Credit Card,Male,4,5,Fashion,5,Divorced
53481,0,7,Mobile Phone,1,12,Debit Card,Male,3,5,Fashion,2,Married
53482,1,1,Mobile Phone,3,11,Cash on Delivery,Male,3,4,Fashion,5,Single
53483,1,1,Computer,1,36,Credit Card,Female,3,5,Laptop & Accessory,3,Single
53484,0,2,Phone,1,22,Debit Card,Male,3,4,Mobile Phone,3,Married
53485,0,8,Computer,1,10,Debit Card,Male,3,4,Laptop & Accessory,2,Single
53486,0,11,Mobile Phone,3,17,Debit Card,Female,3,5,Laptop & Accessory,2,Married
53487,1,1,Mobile Phone,1,11,COD,Male,3,4,Mobile Phone,2,Divorced
53488,1,1,Phone,1,28,Credit Card,Male,3,4,Mobile Phone,3,Married
53489,1,1,Phone,1,32,Credit Card,Male,3,5,Mobile Phone,4,Single
53490,0,16,Mobile Phone,1,9,Credit Card,Male,3,4,Grocery,5,Divorced
53491,1,1,Computer,1,5,Credit Card,Male,3,5,Mobile Phone,4,Married
53492,1,14,Computer,3,7,UPI,Male,3,4,Laptop & Accessory,3,Single
53493,0,7,Computer,3,14,Debit Card,Female,2,4,Laptop & Accessory,4,Divorced
53494,0,8,Computer,1,10,Debit Card,Male,3,5,Mobile Phone,2,Divorced
53495,0,22,Computer,1,7,Credit Card,Male,3,2,Grocery,2,Single
53496,0,19,Computer,3,16,Debit Card,Female,4,5,Laptop & Accessory,3,Divorced
53497,0,26,Mobile Phone,1,14,Debit Card,Male,3,4,Fashion,4,Single
53498,0,12,Mobile Phone,3,17,E wallet,Male,4,5,Fashion,3,Married
53499,0,3,Mobile Phone,1,35,Debit Card,Female,4,4,Mobile Phone,2,Married
53500,0,2,Mobile Phone,1,10,Credit Card,Female,4,4,Fashion,4,Married
53501,0,20,Mobile Phone,3,10,E wallet,Male,3,4,Grocery,3,Divorced
53502,0,12,Mobile Phone,3,9,E wallet,Male,3,4,Fashion,4,Single
53503,0,17,Computer,1,34,Debit Card,Female,3,4,Fashion,5,Divorced
53504,1,3,Computer,1,9,Debit Card,Male,3,4,Grocery,2,Married
53505,0,14,Mobile Phone,1,21,Credit Card,Male,3,5,Others,3,Single
53506,0,1,Phone,1,7,COD,Female,4,5,Mobile Phone,4,Single
53507,0,13,Computer,1,16,Debit Card,Male,4,4,Laptop & Accessory,4,Single
53508,0,10,Computer,1,25,Debit Card,Male,4,4,Laptop & Accessory,2,Single
53509,0,5,Computer,3,27,Debit Card,Male,4,2,Mobile Phone,2,Divorced
53510,0,2,Mobile Phone,1,9,Debit Card,Male,4,5,Mobile Phone,4,Divorced
53511,0,9,Computer,3,18,E wallet,Male,3,4,Laptop & Accessory,2,Married
53512,0,23,Mobile Phone,3,15,Cash on Delivery,Male,3,5,Grocery,4,Divorced
53513,0,8,Computer,1,9,Debit Card,Male,4,4,Laptop & Accessory,3,Single
53514,0,3,Computer,1,17,Debit Card,Female,4,4,Mobile Phone,4,Married
53515,0,16,Mobile Phone,1,36,Credit Card,Male,3,6,Laptop & Accessory,2,Single
53516,0,3,Mobile Phone,1,15,Credit Card,Male,4,5,Laptop & Accessory,2,Divorced
53517,0,12,Mobile Phone,2,7,UPI,Male,3,2,Mobile Phone,3,Divorced
53518,0,5,Computer,1,13,Debit Card,Male,3,5,Mobile Phone,3,Married
53519,1,1,Computer,1,15,Credit Card,Male,4,4,Mobile Phone,3,Single
53520,1,1,Mobile Phone,3,16,E wallet,Female,4,4,Laptop & Accessory,5,Single
53521,0,15,Mobile Phone,1,19,Debit Card,Male,3,4,Mobile Phone,2,Divorced
53522,1,1,Computer,1,22,Credit Card,Male,4,4,Mobile Phone,3,Divorced
53523,0,11,Mobile Phone,1,32,Credit Card,Female,3,5,Laptop & Accessory,2,Married
53524,0,1,Mobile Phone,1,13,Debit Card,Male,3,5,Mobile Phone,3,Divorced
53525,0,8,Mobile Phone,3,16,Debit Card,Female,4,4,Laptop & Accessory,3,Divorced
53526,0,9,Mobile Phone,2,15,COD,Male,4,4,Mobile Phone,3,Single
53527,1,1,Mobile Phone,3,30,Debit Card,Female,3,5,Fashion,5,Divorced
53528,0,14,Computer,1,16,Credit Card,Female,3,4,Fashion,3,Single
53529,1,6,Computer,3,19,Debit Card,Male,3,4,Grocery,5,Single
53530,0,16,Mobile Phone,3,11,E wallet,Male,3,4,Laptop & Accessory,5,Single
53531,0,9,Phone,1,7,Credit Card,Male,3,5,Mobile Phone,3,Divorced
53532,0,1,Mobile Phone,1,31,Credit Card,Male,3,4,Mobile Phone,4,Single
53533,1,1,Mobile Phone,1,19,Debit Card,Female,4,4,Mobile Phone,2,Divorced
53534,0,1,Mobile Phone,1,10,Credit Card,Male,3,2,Mobile Phone,2,Divorced
53535,0,4,Mobile Phone,3,17,E wallet,Male,4,5,Laptop & Accessory,3,Divorced
53536,0,14,Computer,1,33,Credit Card,Female,4,5,Laptop & Accessory,2,Divorced
53537,0,9,Mobile Phone,1,9,Debit Card,Male,3,5,Fashion,4,Married
53538,0,8,Computer,1,7,Credit Card,Male,4,5,Laptop & Accessory,5,Single
53539,0,9,Computer,1,11,UPI,Male,3,5,Mobile Phone,2,Divorced
53540,1,7,Mobile Phone,3,16,E wallet,Female,3,6,Laptop & Accessory,3,Single
53541,0,6,Computer,3,9,Debit Card,Female,4,4,Mobile Phone,5,Married
53542,0,30,Mobile Phone,1,11,Cash on Delivery,Female,4,4,Others,5,Married
53543,0,3,Mobile Phone,1,13,Credit Card,Female,3,4,Mobile Phone,2,Divorced
53544,0,1,Mobile Phone,1,16,Debit Card,Male,3,4,Mobile Phone,5,Single
53545,0,19,Mobile Phone,1,14,Credit Card,Female,3,4,Mobile Phone,3,Divorced
53546,0,11,Mobile Phone,1,7,Debit Card,Female,3,5,Laptop & Accessory,2,Divorced
53547,0,1,Mobile Phone,1,10,Debit Card,Male,3,5,Mobile Phone,3,Single
53548,1,8,Mobile Phone,1,17,Debit Card,Male,4,4,Mobile Phone,3,Single
53549,0,27,Mobile Phone,1,14,Credit Card,Female,3,4,Others,3,Married
53550,0,3,Phone,1,22,Debit Card,Female,4,6,Mobile Phone,2,Divorced
53551,1,1,Computer,1,10,Debit Card,Male,3,5,Mobile Phone,2,Divorced
53552,0,20,Mobile Phone,3,9,E wallet,Female,4,4,Grocery,5,Divorced
53553,0,18,Computer,1,24,Debit Card,Male,4,6,Mobile Phone,3,Single
53554,0,7,Mobile Phone,2,9,UPI,Male,3,4,Mobile Phone,3,Divorced
53555,1,5,Computer,1,12,Debit Card,Male,4,5,Mobile Phone,5,Married
53556,0,4,Mobile Phone,3,36,Debit Card,Male,4,4,Laptop & Accessory,5,Married
53557,0,14,Computer,3,9,Credit Card,Male,4,4,Laptop & Accessory,4,Divorced
53558,0,24,Computer,1,9,Credit Card,Female,2,4,Grocery,5,Divorced
53559,0,2,Mobile Phone,1,26,Credit Card,Male,4,5,Mobile Phone,5,Divorced
53560,0,20,Mobile Phone,1,22,Debit Card,Male,3,4,Others,4,Divorced
53561,0,9,Mobile Phone,3,24,Debit Card,Male,4,4,Laptop & Accessory,5,Divorced
53562,1,1,Phone,1,24,Debit Card,Female,4,4,Mobile Phone,4,Divorced
53563,0,7,Computer,3,32,Credit Card,Female,3,4,Laptop & Accessory,3,Divorced
53564,0,10,Mobile Phone,1,13,Debit Card,Male,3,6,Mobile Phone,3,Married
53565,0,4,Mobile Phone,1,14,Debit Card,Male,3,4,Laptop & Accessory,3,Married
53566,0,18,Mobile Phone,1,36,UPI,Male,3,4,Laptop & Accessory,2,Single
53567,0,1,Mobile Phone,3,28,E wallet,Male,3,2,Mobile Phone,2,Single
53568,0,20,Mobile Phone,1,9,Cash on Delivery,Male,3,4,Laptop & Accessory,2,Married
53569,0,16,Computer,2,9,Credit Card,Male,4,2,Laptop & Accessory,5,Divorced
53570,0,31,Mobile Phone,3,14,E wallet,Male,3,2,Laptop & Accessory,2,Married
53571,0,6,Computer,1,20,UPI,Female,4,5,Mobile Phone,4,Divorced
53572,0,6,Computer,1,9,Debit Card,Female,3,4,Laptop & Accessory,3,Single
53573,0,10,Mobile Phone,1,7,Cash on Delivery,Female,4,6,Fashion,5,Married
53574,0,7,Mobile Phone,1,16,Credit Card,Male,3,4,Mobile Phone,2,Divorced
53575,0,14,Mobile Phone,3,17,Cash on Delivery,Female,3,5,Laptop & Accessory,4,Married
53576,0,1,Mobile Phone,3,17,Debit Card,Male,3,4,Laptop & Accessory,2,Single
53577,0,4,Mobile Phone,1,7,Credit Card,Male,4,4,Mobile Phone,4,Divorced
53578,0,16,Computer,1,33,Credit Card,Female,3,4,Fashion,5,Divorced
53579,0,9,Computer,3,15,E wallet,Female,4,5,Fashion,2,Divorced
53580,0,1,Phone,1,21,Debit Card,Male,3,4,Mobile Phone,5,Divorced
53581,0,28,Computer,1,7,Debit Card,Female,3,4,Fashion,3,Married
53582,0,18,Phone,1,9,Debit Card,Female,4,2,Mobile Phone,2,Divorced
53583,1,1,Computer,1,17,Credit Card,Female,4,5,Mobile Phone,4,Single
53584,0,3,Mobile Phone,1,7,Debit Card,Female,4,4,Mobile Phone,2,Married
53585,0,28,Mobile Phone,1,10,Debit Card,Male,3,4,Grocery,2,Divorced
53586,0,5,Mobile Phone,1,18,Credit Card,Male,4,4,Laptop & Accessory,5,Divorced
53587,0,5,Mobile Phone,1,31,Credit Card,Female,4,5,Laptop & Accessory,5,Single
53588,0,31,Mobile Phone,3,10,Debit Card,Female,3,5,Laptop & Accessory,2,Single
53589,0,17,Mobile Phone,1,10,Debit Card,Male,4,6,Others,2,Divorced
53590,0,23,Mobile Phone,1,11,Credit Card,Male,3,5,Others,3,Divorced
53591,0,10,Computer,1,10,COD,Male,3,4,Mobile Phone,4,Divorced
53592,0,22,Mobile Phone,1,9,COD,Male,4,2,Mobile Phone,4,Single
53593,0,1,Mobile Phone,1,11,Debit Card,Male,4,4,Mobile Phone,3,Married
53594,0,3,Mobile Phone,1,14,Debit Card,Male,3,4,Laptop & Accessory,2,Married
53595,0,22,Mobile Phone,1,7,Debit Card,Male,4,5,Others,2,Single
53596,0,3,Mobile Phone,1,7,Debit Card,Female,3,5,Grocery,2,Married
53597,0,8,Mobile Phone,1,27,COD,Female,3,2,Mobile Phone,3,Divorced
53598,0,18,Mobile Phone,3,12,E wallet,Male,3,4,Others,4,Divorced
53599,0,7,Mobile Phone,3,17,E wallet,Male,3,2,Fashion,3,Married
53600,0,1,Mobile Phone,1,32,Debit Card,Female,3,2,Mobile Phone,2,Single
53601,0,1,Phone,1,7,Debit Card,Male,3,4,Mobile Phone,3,Divorced
53602,1,1,Computer,3,31,Debit Card,Male,4,6,Mobile Phone,2,Single
53603,0,1,Mobile Phone,1,11,Debit Card,Male,3,4,Mobile Phone,2,Single
53604,1,9,Mobile Phone,3,9,E wallet,Female,4,6,Others,4,Single
53605,0,29,Computer,1,15,Credit Card,Male,3,5,Grocery,4,Married
53606,1,1,Computer,1,17,Debit Card,Female,3,5,Mobile Phone,3,Single
53607,0,20,Mobile Phone,3,11,E wallet,Female,3,5,Others,4,Divorced
53608,0,8,Mobile Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,5,Single
53609,0,25,Computer,3,16,Debit Card,Male,3,4,Others,4,Married
53610,0,31,Mobile Phone,1,25,Credit Card,Male,4,4,Fashion,2,Single
53611,0,8,Computer,1,26,Credit Card,Female,3,4,Laptop & Accessory,4,Married
53612,0,2,Computer,1,7,Credit Card,Male,3,4,Mobile Phone,3,Single
53613,0,18,Mobile Phone,1,11,Debit Card,Male,4,2,Others,5,Married
53614,0,8,Computer,2,18,Debit Card,Male,3,5,Laptop & Accessory,4,Divorced
53615,0,9,Mobile Phone,1,13,Debit Card,Male,4,4,Mobile Phone,3,Divorced
53616,0,16,Phone,1,14,Credit Card,Female,4,2,Laptop & Accessory,4,Divorced
53617,0,17,Mobile Phone,3,11,E wallet,Female,3,5,Fashion,2,Single
53618,0,10,Mobile Phone,1,9,Debit Card,Female,3,4,Laptop & Accessory,4,Single
53619,1,8,Mobile Phone,1,22,Credit Card,Female,4,4,Fashion,2,Divorced
53620,0,2,Computer,1,9,Debit Card,Male,3,5,Mobile Phone,2,Divorced
53621,0,25,Computer,1,13,Credit Card,Female,3,5,Mobile Phone,3,Single
53622,0,4,Computer,1,16,Credit Card,Female,4,4,Laptop & Accessory,3,Single
53623,1,1,Mobile Phone,1,14,COD,Female,3,4,Mobile Phone,3,Married
53624,0,2,Phone,1,7,COD,Male,3,4,Mobile Phone,5,Single
53625,0,1,Phone,1,7,Credit Card,Female,3,4,Mobile Phone,4,Single
53626,0,6,Mobile Phone,3,15,Credit Card,Male,3,2,Laptop & Accessory,2,Divorced
53627,0,19,Computer,1,32,Credit Card,Female,3,4,Others,4,Single
53628,0,13,Mobile Phone,1,20,Credit Card,Female,4,5,Grocery,4,Married
53629,0,31,Phone,1,30,Debit Card,Male,3,4,Mobile Phone,3,Married
53630,1,1,Mobile Phone,1,14,Debit Card,Male,4,4,Laptop & Accessory,3,Divorced
53631,1,3,Mobile Phone,1,30,Credit Card,Male,4,4,Mobile Phone,5,Single
53632,0,4,Mobile Phone,1,13,COD,Female,3,5,Laptop & Accessory,2,Divorced
53633,0,10,Mobile Phone,1,17,Cash on Delivery,Female,4,4,Fashion,3,Divorced
53634,0,20,Mobile Phone,2,7,Debit Card,Female,3,4,Mobile Phone,5,Single
53635,0,2,Computer,1,7,Debit Card,Female,3,6,Laptop & Accessory,2,Divorced
53636,0,24,Mobile Phone,1,35,Debit Card,Female,3,4,Grocery,5,Divorced
53637,1,4,Mobile Phone,3,32,E wallet,Male,3,5,Fashion,4,Single
53638,1,16,Mobile Phone,3,12,Debit Card,Male,4,4,Fashion,4,Single
53639,0,4,Mobile Phone,1,24,Credit Card,Female,4,4,Fashion,5,Divorced
53640,0,13,Mobile Phone,1,25,Debit Card,Male,3,4,Laptop & Accessory,3,Single
53641,0,5,Computer,3,9,Debit Card,Female,3,4,Fashion,3,Married
53642,0,15,Computer,3,17,Credit Card,Male,3,6,Laptop & Accessory,4,Single
53643,1,1,Computer,3,7,Debit Card,Female,3,4,Mobile Phone,4,Single
53644,1,8,Phone,1,10,Debit Card,Male,3,4,Mobile Phone,5,Divorced
53645,0,16,Computer,1,9,Debit Card,Male,3,4,Grocery,3,Divorced
53646,0,29,Mobile Phone,1,9,Credit Card,Female,3,6,Others,3,Divorced
53647,0,30,Mobile Phone,2,15,Debit Card,Male,3,4,Others,4,Single
53648,0,14,Computer,1,23,Debit Card,Male,4,4,Mobile Phone,3,Married
53649,0,8,Mobile Phone,1,16,Debit Card,Male,3,4,Fashion,2,Married
53650,0,14,Mobile Phone,1,9,Debit Card,Male,4,4,Laptop & Accessory,2,Single
53651,0,15,Computer,3,7,E wallet,Female,4,4,Laptop & Accessory,5,Married
53652,0,9,Computer,1,11,Debit Card,Male,3,4,Laptop & Accessory,3,Single
53653,0,25,Mobile Phone,2,12,Debit Card,Male,3,4,Grocery,4,Married
53654,0,12,Mobile Phone,3,9,Debit Card,Female,3,4,Laptop & Accessory,5,Married
53655,0,8,Mobile Phone,3,22,Credit Card,Female,4,4,Laptop & Accessory,5,Single
53656,0,1,Mobile Phone,1,26,Credit Card,Male,4,4,Mobile Phone,2,Divorced
53657,1,21,Mobile Phone,1,14,Credit Card,Female,3,5,Fashion,5,Divorced
53658,0,14,Phone,1,7,Debit Card,Male,3,4,Mobile Phone,4,Divorced
53659,0,10,Computer,3,14,E wallet,Female,3,2,Laptop & Accessory,5,Divorced
53660,0,22,Mobile Phone,1,11,Debit Card,Male,3,4,Fashion,2,Single
53661,0,1,Mobile Phone,3,18,Credit Card,Female,4,2,Mobile Phone,2,Divorced
53662,0,25,Mobile Phone,1,18,Cash on Delivery,Female,3,5,Grocery,4,Single
53663,0,1,Computer,1,7,Debit Card,Female,4,4,Mobile Phone,2,Single
53664,0,9,Mobile Phone,1,7,Credit Card,Female,3,5,Laptop & Accessory,2,Divorced
53665,0,1,Computer,3,9,Debit Card,Male,3,6,Laptop & Accessory,2,Single
53666,1,19,Mobile Phone,3,20,E wallet,Male,3,2,Grocery,3,Single
53667,0,30,Mobile Phone,1,30,Debit Card,Male,4,4,Grocery,4,Divorced
53668,0,8,Computer,1,33,COD,Female,4,5,Mobile Phone,3,Married
53669,0,14,Mobile Phone,1,9,Credit Card,Female,3,2,Laptop & Accessory,3,Married
53670,0,8,Mobile Phone,1,36,Credit Card,Male,3,4,Laptop & Accessory,3,Divorced
53671,1,1,Computer,3,9,Debit Card,Female,3,5,Mobile Phone,2,Single
53672,1,1,Computer,3,25,E wallet,Female,4,4,Laptop & Accessory,3,Divorced
53673,0,12,Computer,1,14,Debit Card,Male,3,2,Mobile Phone,3,Married
53674,0,8,Mobile Phone,1,9,COD,Female,4,4,Laptop & Accessory,2,Single
53675,0,2,Mobile Phone,3,33,Debit Card,Male,3,5,Laptop & Accessory,5,Divorced
53676,1,1,Mobile Phone,1,29,Credit Card,Male,4,4,Laptop & Accessory,3,Divorced
53677,0,13,Mobile Phone,3,28,Debit Card,Male,3,5,Laptop & Accessory,2,Divorced
53678,0,25,Computer,3,9,E wallet,Male,3,4,Fashion,4,Divorced
53679,0,15,Computer,1,29,Debit Card,Female,4,4,Laptop & Accessory,2,Married
53680,0,11,Mobile Phone,1,11,Debit Card,Male,3,4,Mobile Phone,3,Divorced
53681,0,7,Computer,3,12,Debit Card,Male,4,4,Laptop & Accessory,2,Divorced
53682,0,6,Mobile Phone,3,9,E wallet,Male,3,4,Laptop & Accessory,4,Divorced
53683,0,13,Computer,1,32,Debit Card,Male,4,4,Fashion,3,Divorced
53684,0,1,Mobile Phone,3,25,Debit Card,Male,4,2,Laptop & Accessory,3,Divorced
53685,0,26,Computer,1,35,Credit Card,Female,3,2,Grocery,3,Divorced
53686,0,17,Mobile Phone,1,13,Credit Card,Female,4,5,Laptop & Accessory,3,Single
53687,0,1,Mobile Phone,3,17,E wallet,Female,4,5,Laptop & Accessory,2,Divorced
53688,1,1,Phone,1,24,Debit Card,Female,3,4,Mobile Phone,3,Single
53689,0,1,Mobile Phone,1,9,Credit Card,Male,3,5,Mobile Phone,2,Single
53690,0,16,Mobile Phone,2,17,UPI,Female,3,4,Grocery,5,Divorced
53691,0,26,Mobile Phone,1,15,UPI,Female,3,4,Mobile Phone,5,Divorced
53692,0,11,Mobile Phone,1,18,Credit Card,Female,4,4,Mobile Phone,3,Single
53693,0,9,Computer,1,25,Debit Card,Male,3,4,Fashion,2,Single
53694,0,1,Mobile Phone,1,7,COD,Male,3,4,Mobile Phone,2,Divorced
53695,0,1,Mobile Phone,1,14,UPI,Male,4,2,Mobile Phone,5,Single
53696,0,3,Mobile Phone,2,24,UPI,Male,3,5,Fashion,5,Single
