CustomerID,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
51650,1,0,17,1,3,7,196
51651,8,0,15,1,1,8,157
51652,2,0,14,3,4,8,155
51653,4,0,17,0,1,,221
51654,3,1,13,1,1,2,157
51655,1,1,12,1,1,3,148
51656,4,0,12,0,1,0,164
51657,2,0,18,2,9,11,152
51658,1,1,18,2,2,2,127
51659,7,0,11,7,8,,219
51660,2,1,14,,11,10,271
51661,1,0,19,0,1,7,125
51662,8,1,12,0,,7,240
51663,3,0,15,7,7,7,149
51664,2,1,12,0,1,2,125
51665,2,1,11,11,11,9,152
51666,2,1,11,0,1,4,145
51667,5,0,12,0,1,7,175
51668,8,0,16,0,1,7,151
51669,6,1,13,1,2,2,135
51670,2,0,13,1,1,9,158
51671,2,0,24,7,8,9,189
51672,2,0,,6,13,3,293
51673,5,1,18,1,1,0,152
51674,4,0,14,1,1,1,147
51675,5,0,11,,1,1,283
51676,2,0,11,1,1,0,153
51677,1,1,13,0,1,4,163
51678,4,0,12,0,1,3,149
51679,9,0,16,1,1,0,200
51680,10,0,14,8,9,8,137
51681,3,1,22,1,1,2,175
51682,2,1,11,0,1,7,121
51683,1,0,17,1,2,2,140
51684,2,0,13,1,1,2,161
51685,2,0,18,0,1,7,162
51686,8,0,16,1,1,4,163
51687,1,1,14,2,2,,215
51688,2,1,14,4,4,10,171
51689,2,1,14,1,1,7,183
51690,1,0,13,1,1,13,181
51691,2,0,12,0,1,2,129
51692,7,1,15,1,1,2,160
51693,4,0,19,0,1,0,130
51694,3,0,14,0,,0,260
51695,2,0,14,1,1,2,146
51696,1,1,11,1,1,0,127
51697,2,0,13,0,1,7,124
51698,4,0,21,0,1,,225
51699,5,1,13,6,6,7,160
51700,8,1,12,2,2,2,147
51701,2,0,17,0,7,7,153
51702,4,0,23,1,1,0,168
51703,2,1,11,1,1,2,122
51704,5,0,15,1,1,0,167
51705,5,0,11,0,1,12,197
51706,3,0,11,0,1,2,168
51707,4,1,13,0,1,7,122
51708,2,0,24,2,2,2,126
51709,2,1,13,0,1,0,129
51710,7,0,20,1,1,3,135
51711,3,0,14,1,1,0,153
51712,2,0,18,4,7,7,194
51713,7,0,15,1,1,3,205
51714,3,1,12,1,1,0,164
51715,1,1,16,2,2,2,127
51716,2,0,15,0,1,0,127
51717,10,0,16,0,1,2,122
51718,10,0,19,0,1,0,165
51719,2,0,11,0,1,4,138
51720,2,0,16,1,1,7,153
51721,9,0,24,1,1,,210
51722,5,0,11,1,1,7,149
51723,5,0,13,2,2,2,125
51724,9,1,13,0,1,4,153
51725,3,1,13,,1,2,267
51726,2,1,12,0,1,3,143
51727,2,0,18,1,1,0,125
51728,1,0,22,0,1,4,131
51729,2,0,13,1,1,2,122
51730,2,0,13,8,9,0,176
51731,10,1,23,1,1,0,123
51732,2,0,12,10,12,17,130
51733,8,0,12,0,1,3,157
51734,4,0,16,0,1,2,126
51735,3,1,12,0,1,1,142
51736,2,0,11,3,,9,243
51737,7,0,22,1,1,0,134
51738,5,0,,1,1,2,294
51739,10,0,15,0,1,2,165
51740,2,0,12,3,3,12,143
51741,8,0,20,1,1,2,123
51742,5,1,14,1,1,2,145
51743,2,1,11,0,1,3,145
51744,4,1,15,4,10,7,144
51745,2,0,12,3,3,2,122
51746,2,1,14,0,1,6,292
51747,10,0,11,6,,7,232
51748,1,0,11,3,4,4,166
51749,2,0,16,1,1,7,184
51750,2,0,12,0,1,8,146
51751,6,0,13,1,1,2,140
51752,3,1,14,1,1,4,180
51753,4,0,21,0,1,2,127
51754,3,0,13,,1,4,266
51755,3,0,11,1,1,2,146
51756,3,0,20,1,1,2,161
51757,6,0,,1,11,10,296
51758,3,0,14,1,1,8,148
51759,1,0,11,0,1,4,145
51760,2,1,16,0,1,4,132
51761,1,0,16,0,1,0,124
51762,2,1,23,1,1,0,117
51763,1,0,14,,1,12,280
51764,2,0,22,0,1,2,129
51765,5,0,15,1,1,4,121
51766,2,0,18,0,1,,219
51767,6,0,16,1,1,1,125
51768,2,0,12,0,1,0,126
51769,1,0,11,3,7,8,184
51770,4,0,12,1,,0,241
51771,1,0,15,,15,7,270
51772,1,0,14,1,6,7,126
51773,5,0,19,3,13,11,203
51774,6,0,13,0,1,4,151
51775,7,0,13,,1,1,279
51776,1,0,15,1,4,3,142
51777,8,0,11,0,1,0,138
51778,4,0,12,3,5,7,128
51779,3,1,19,0,1,2,191
51780,2,0,25,0,1,8,206
51781,8,1,12,3,,7,236
51782,8,0,13,0,1,3,134
51783,1,0,14,0,1,2,130
51784,5,1,12,0,1,0,176
51785,4,0,12,1,1,0,198
51786,10,1,15,1,1,2,200
51787,5,0,17,0,2,0,121
51788,2,0,14,8,9,7,200
51789,6,0,16,0,1,2,139
51790,3,0,14,6,6,7,141
51791,4,0,23,,7,8,268
51792,8,0,14,0,1,10,162
51793,10,0,11,0,6,9,147
51794,8,0,15,4,,13,232
51795,2,0,11,1,1,7,138
51796,5,1,13,1,1,5,166
51797,2,1,21,5,5,8,174
51798,1,0,19,3,3,7,148
51799,1,1,11,0,1,0,127
51800,5,0,12,1,1,2,143
51801,5,0,19,,1,5,262
51802,10,0,21,1,1,,216
51803,2,1,14,1,1,0,119
51804,4,0,15,0,1,,209
51805,3,1,17,0,1,7,168
51806,6,0,12,0,1,0,143
51807,2,0,16,1,1,3,149
51808,2,0,12,0,5,7,153
51809,2,1,18,0,1,0,123
51810,5,0,17,1,1,2,175
51811,6,0,11,0,1,2,205
51812,8,0,16,,11,8,266
51813,2,0,13,1,7,7,188
51814,4,1,12,2,6,9,156
51815,9,0,12,1,1,2,147
51816,1,0,13,1,2,1,124
51817,4,0,19,0,1,0,198
51818,7,0,12,4,4,3,164
51819,2,1,,1,1,9,295
51820,2,1,11,0,1,4,127
51821,2,0,20,0,1,4,163
51822,2,0,21,1,1,0,121
51823,2,0,11,,10,7,282
51824,2,0,11,1,1,6,121
51825,2,1,16,0,1,2,129
51826,2,0,18,1,1,0,120
51827,2,1,13,1,1,3,136
51828,3,0,17,0,1,2,142
51829,5,0,14,1,1,2,137
51830,5,0,22,5,5,7,155
51831,1,0,12,0,1,3,122
51832,5,1,11,0,1,0,196
51833,2,0,13,0,1,0,128
51834,2,0,13,0,2,2,141
51835,5,1,14,,1,0,266
51836,4,0,17,0,1,0,126
51837,4,1,13,1,4,7,157
51838,8,0,11,0,,2,254
51839,5,0,11,1,1,2,160
51840,2,1,18,1,1,6,126
51841,1,0,11,1,1,2,130
51842,2,0,11,0,1,2,134
51843,5,1,,0,1,1,295
51844,1,0,20,1,2,2,128
51845,1,0,12,0,1,2,171
51846,2,1,12,1,1,5,163
51847,2,0,20,1,1,0,121
51848,8,0,20,4,8,10,184
51849,2,0,12,1,8,8,127
51850,3,0,14,0,1,0,143
51851,2,1,13,0,1,2,56
51852,2,0,15,7,7,8,194
51853,2,0,14,0,1,2,156
51854,2,0,13,0,11,8,166
51855,4,0,23,3,4,7,177
51856,3,0,15,2,7,1,207
51857,3,1,11,0,1,2,188
51858,1,0,13,1,1,1,120
51859,2,1,11,1,1,1,110
51860,2,1,11,5,9,7,133
51861,2,0,18,1,1,0,113
51862,3,0,16,0,1,2,128
51863,1,0,22,1,1,2,149
51864,1,0,20,1,1,5,140
51865,2,0,18,0,2,8,127
51866,4,0,12,0,2,2,181
51867,2,1,20,1,1,4,146
51868,4,0,17,1,1,0,147
51869,2,1,11,0,3,8,132
51870,2,0,14,4,7,7,186
51871,10,0,14,1,2,0,146
51872,2,0,11,1,11,10,146
51873,2,0,12,1,1,8,154
51874,4,1,14,0,1,3,168
51875,1,0,13,0,1,8,176
51876,2,0,11,0,1,7,174
51877,4,0,15,6,7,,212
51878,3,0,12,1,1,7,150
51879,6,1,21,0,1,12,205
51880,4,0,19,0,,3,248
51881,4,0,15,,12,6,291
51882,9,0,14,2,2,2,154
51883,2,0,21,0,1,7,188
51884,2,0,12,,2,10,292
51885,8,0,15,0,2,2,139
51886,8,1,13,1,3,7,122
51887,10,0,14,0,1,,217
51888,5,1,14,0,1,0,179
51889,3,0,14,0,1,4,137
51890,10,1,12,1,,13,238
51891,8,0,23,2,7,7,153
51892,2,0,11,1,1,0,126
51893,7,1,12,0,2,2,128
51894,4,0,18,1,2,2,168
51895,4,0,11,0,4,3,161
51896,2,0,14,1,1,2,125
51897,10,0,15,0,3,6,164
51898,8,0,11,0,1,,211
51899,1,1,20,0,2,3,123
51900,9,0,19,1,1,7,168
51901,2,0,14,2,2,2,123
51902,3,0,17,2,2,2,125
51903,3,0,11,1,1,0,151
51904,2,0,15,1,4,7,153
51905,7,1,13,0,1,1,131
51906,4,0,14,1,1,0,151
51907,2,0,11,,1,16,269
51908,2,1,13,6,7,8,127
51909,2,0,23,0,1,4,162
51910,1,0,13,1,3,1,166
51911,2,0,18,0,1,2,135
51912,5,1,12,0,1,3,164
51913,2,0,22,0,1,4,163
51914,6,1,,1,1,4,299
51915,2,0,15,0,1,9,176
51916,1,0,18,1,1,2,143
51917,4,0,14,2,2,0,144
51918,5,0,12,0,1,1,143
51919,7,0,17,0,1,2,153
51920,3,0,16,1,1,3,133
51921,10,1,11,0,1,4,155
51922,1,0,19,1,1,1,143
51923,1,1,13,4,4,3,128
51924,7,1,12,0,4,12,160
51925,2,0,11,1,1,3,144
51926,2,0,16,1,1,2,126
51927,4,0,21,1,1,2,138
51928,2,0,24,0,3,7,142
51929,6,0,17,1,1,2,165
51930,2,0,13,,14,9,284
51931,2,1,21,0,1,0,116
51932,2,0,11,0,1,0,127
51933,9,0,20,1,1,4,131
51934,6,0,16,,1,3,276
51935,2,1,11,0,1,0,123
51936,1,0,11,1,3,,217
51937,6,0,15,1,1,2,153
51938,2,1,11,,3,0,268
51939,1,0,15,1,1,5,152
51940,2,0,24,1,1,7,127
51941,8,1,,7,13,8,292
51942,4,0,13,2,2,2,125
51943,10,1,13,0,1,2,161
51944,7,0,17,2,2,1,144
51945,5,0,13,1,1,4,121
51946,2,0,12,5,6,8,162
51947,7,0,14,0,1,0,151
51948,6,1,24,1,1,0,169
51949,2,0,14,1,1,0,123
51950,2,0,13,5,7,8,144
51951,3,0,15,1,1,2,163
51952,2,0,16,1,1,3,126
51953,2,0,18,0,7,7,177
51954,5,0,16,1,7,3,152
51955,7,0,24,,1,0,272
51956,2,1,16,1,1,,228
51957,4,0,21,0,1,6,202
51958,2,1,20,6,7,5,148
51959,1,0,19,1,1,2,137
51960,2,1,14,0,1,7,124
51961,2,0,11,0,1,0,117
51962,3,0,14,,4,17,263
51963,10,0,12,1,2,3,159
51964,8,0,13,0,1,1,134
51965,2,0,22,0,1,8,140
51966,2,0,11,0,1,1,126
51967,2,1,14,3,4,11,162
51968,3,0,11,0,1,3,144
51969,10,0,12,0,1,3,138
51970,8,1,18,0,1,,209
51971,5,1,12,0,1,2,208
51972,6,0,12,1,1,3,152
51973,4,0,22,0,,0,238
51974,5,0,19,1,1,0,163
51975,2,0,13,1,1,4,149
51976,7,0,22,2,2,2,148
51977,3,1,24,1,1,2,128
51978,6,1,14,1,2,2,125
51979,1,0,21,0,1,3,123
51980,2,1,18,0,1,3,142
51981,2,1,20,3,5,15,207
51982,2,1,19,6,7,8,120
51983,1,0,12,1,1,2,123
51984,2,0,12,1,1,3,143
51985,3,0,16,0,1,2,136
51986,1,0,17,0,3,4,132
51987,2,0,14,2,5,3,165
51988,1,0,19,0,1,2,129
51989,3,1,13,1,1,3,152
51990,4,1,19,0,1,2,124
51991,7,1,19,1,1,2,128
51992,6,0,14,2,2,,218
51993,4,0,16,2,4,8,209
51994,6,0,15,1,1,0,130
51995,7,0,18,3,,8,243
51996,5,0,13,1,2,2,156
51997,1,1,22,3,7,7,145
51998,2,1,13,0,1,9,176
51999,2,0,11,,14,7,279
52000,9,0,11,1,1,4,152
52001,4,1,11,0,1,3,123
52002,2,1,24,0,1,1,128
52003,7,0,14,1,1,3,125
52004,2,1,13,5,7,1,126
52005,2,0,14,0,1,2,149
52006,10,1,14,1,1,0,124
52007,5,0,21,1,1,0,148
52008,2,0,13,1,1,2,120
52009,2,0,19,1,1,0,127
52010,1,1,17,2,4,11,166
52011,2,1,18,0,1,2,133
52012,1,1,19,1,1,2,142
52013,5,1,13,0,1,0,128
52014,6,0,18,0,2,2,124
52015,8,1,21,1,2,2,124
52016,2,0,19,0,1,0,123
52017,2,0,14,1,1,0,120
52018,8,0,17,1,1,3,162
52019,4,1,11,1,1,2,128
52020,3,1,13,1,1,4,206
52021,4,0,15,2,5,2,123
52022,2,1,25,0,1,7,140
52023,5,0,11,0,1,7,174
52024,5,0,17,1,1,0,123
52025,2,0,13,1,1,0,169
52026,3,0,18,1,1,1,147
52027,2,0,13,4,,11,236
52028,7,0,20,0,1,2,123
52029,2,1,18,0,1,0,124
52030,3,0,12,0,1,0,197
52031,2,0,12,0,1,7,143
52032,3,1,13,1,2,17,147
52033,5,0,21,1,3,9,125
52034,2,1,13,1,1,0,121
52035,2,0,19,1,1,0,130
52036,1,1,11,6,8,5,159
52037,9,1,14,0,1,0,136
52038,2,0,12,1,6,3,167
52039,2,1,11,3,3,7,203
52040,1,0,14,1,1,4,169
52041,6,0,11,5,11,46,206
52042,2,0,12,1,1,8,144
52043,2,0,15,0,1,2,122
52044,2,0,16,1,1,0,146
52045,3,0,15,,7,8,271
52046,5,0,24,0,1,0,125
52047,7,0,13,11,,2,249
52048,6,0,11,2,7,7,173
52049,2,1,13,1,1,3,157
52050,7,0,13,0,1,8,178
52051,1,0,18,0,1,7,179
52052,5,1,16,1,,0,232
52053,2,1,19,1,2,7,151
52054,5,0,13,1,1,7,151
52055,1,1,22,0,1,2,123
52056,2,0,11,,6,0,274
52057,7,1,20,1,1,0,124
52058,4,0,18,1,1,2,135
52059,4,0,14,1,1,2,123
52060,10,0,22,,1,3,274
52061,2,1,13,1,1,2,155
52062,3,0,,0,1,11,294
52063,10,0,14,2,2,2,128
52064,2,1,15,1,1,8,136
52065,2,1,17,1,1,7,142
52066,5,1,11,0,1,1,121
52067,4,1,18,1,,5,240
52068,1,0,17,0,1,2,127
52069,7,0,13,1,1,7,208
52070,2,0,15,0,3,2,144
52071,2,1,24,1,1,2,137
52072,2,0,12,1,1,3,141
52073,2,0,15,0,1,0,111
52074,9,0,11,0,1,8,207
52075,2,1,11,0,10,1,204
52076,1,1,12,0,1,,214
52077,2,1,15,1,1,0,126
52078,1,0,17,0,1,2,124
52079,2,0,12,1,1,3,155
52080,2,0,15,0,1,1,125
52081,3,0,13,0,2,2,142
52082,8,0,14,1,4,,210
52083,7,0,14,2,2,1,150
52084,2,0,16,9,11,,227
52085,1,0,18,2,2,2,142
52086,2,0,20,0,1,2,139
52087,7,0,13,,1,0,283
52088,5,0,18,1,1,0,124
52089,4,1,13,4,,3,237
52090,6,0,15,1,1,0,148
52091,4,1,14,2,6,7,164
52092,2,0,,5,5,10,300
52093,9,1,12,1,1,0,169
52094,9,0,18,1,2,2,150
52095,2,0,,3,6,9,298
52096,4,1,18,4,,11,233
52097,1,0,12,0,1,13,163
52098,2,0,16,3,15,14,127
52099,2,1,13,1,2,8,209
52100,1,0,19,0,2,2,123
52101,4,0,13,,1,1,277
52102,10,0,12,6,7,7,140
52103,1,0,11,0,1,9,197
52104,4,1,14,1,1,,219
52105,2,0,16,0,1,4,122
52106,3,0,12,5,6,12,175
52107,8,0,14,0,1,0,148
52108,7,1,14,0,1,2,120
52109,2,1,19,0,1,0,122
52110,2,0,22,0,1,0,111
52111,4,0,16,2,2,2,128
52112,3,1,,4,7,7,292
52113,4,0,15,1,1,1,141
52114,2,0,14,3,7,5,184
52115,2,0,13,0,1,3,120
52116,10,0,,1,2,2,296
52117,7,0,11,6,7,0,207
52118,3,0,19,1,1,3,129
52119,1,0,11,5,7,8,189
52120,8,0,15,,6,2,268
52121,6,0,13,1,1,0,208
52122,2,1,14,1,1,2,123
52123,2,0,13,0,1,0,114
52124,9,1,23,1,1,7,146
52125,10,1,12,0,2,7,125
52126,2,0,12,1,1,9,187
52127,2,0,16,1,1,3,140
52128,1,0,15,0,1,2,200
52129,2,0,13,0,1,8,134
52130,1,0,18,1,1,9,188
52131,5,0,20,3,11,1,203
52132,2,0,19,1,1,2,146
52133,4,0,18,0,1,,210
52134,4,0,13,0,1,7,137
52135,10,0,14,2,3,6,205
52136,5,0,15,1,1,2,171
52137,1,1,22,2,4,7,196
52138,2,0,22,2,3,8,145
52139,2,0,16,0,2,2,122
52140,1,0,17,1,1,4,178
52141,3,1,14,1,1,0,167
52142,2,1,15,4,5,6,137
52143,2,0,20,1,1,0,124
52144,5,1,20,1,2,2,123
52145,1,0,17,,13,7,277
52146,2,0,15,1,1,0,126
52147,4,1,14,1,1,0,147
52148,1,0,17,0,1,2,143
52149,4,0,17,0,1,0,130
52150,3,0,22,,2,1,269
52151,2,0,13,4,4,12,156
52152,8,0,19,2,4,0,204
52153,1,1,14,1,2,7,187
52154,5,0,22,1,1,7,125
52155,1,0,17,0,1,7,177
52156,4,0,12,,4,9,275
52157,8,0,16,1,1,0,174
52158,9,0,11,1,1,1,208
52159,8,0,11,10,11,,222
52160,2,0,,3,4,9,296
52161,2,1,11,1,2,2,121
52162,10,0,15,1,1,3,168
52163,3,0,20,0,1,9,178
52164,1,0,12,2,2,2,128
52165,1,0,17,0,1,4,132
52166,2,0,11,1,1,2,150
52167,7,0,17,1,2,,231
52168,3,0,11,1,1,2,140
52169,1,0,14,0,1,1,133
52170,5,0,19,1,1,0,143
52171,2,1,15,1,1,2,151
52172,2,0,13,3,5,0,128
52173,2,1,14,1,1,2,127
52174,2,0,12,1,1,0,119
52175,4,1,17,0,1,3,182
52176,4,1,11,1,1,0,148
52177,2,0,12,1,2,2,126
52178,8,0,13,1,1,3,157
52179,2,0,13,1,2,2,125
52180,2,0,20,0,1,3,157
52181,2,0,17,0,1,4,143
52182,2,0,13,1,3,10,173
52183,10,0,17,1,,13,235
52184,1,1,12,2,,14,238
52185,8,0,13,1,1,5,152
52186,7,0,12,1,1,7,123
52187,9,0,22,0,1,2,136
52188,2,1,11,1,1,0,125
52189,2,0,22,1,1,7,144
52190,2,0,18,0,1,4,166
52191,4,1,13,0,1,0,144
52192,3,0,18,2,6,4,203
52193,1,0,20,0,4,9,153
52194,2,0,13,1,2,2,124
52195,9,0,13,0,1,3,153
52196,2,0,12,1,1,0,128
52197,5,0,,4,4,2,299
52198,2,0,13,0,1,8,131
52199,2,0,25,0,1,0,126
52200,5,1,19,0,1,2,145
52201,2,0,13,0,3,11,165
52202,2,0,12,0,1,2,130
52203,2,1,11,1,1,2,129
52204,4,0,18,,4,7,286
52205,1,1,18,1,1,3,122
52206,1,1,11,0,1,0,129
52207,9,0,23,,15,9,270
52208,3,0,13,1,1,0,123
52209,2,0,13,1,1,4,136
52210,7,0,17,0,1,0,121
52211,9,0,19,1,1,3,141
52212,6,0,12,1,1,0,143
52213,3,0,22,,2,2,279
52214,2,0,12,1,3,3,132
52215,6,0,11,,1,3,291
52216,4,1,15,0,1,7,190
52217,2,0,13,1,1,0,122
52218,2,0,12,0,1,1,145
52219,2,0,14,1,1,7,127
52220,2,0,13,4,8,9,135
52221,2,0,25,6,13,17,145
52222,2,0,17,2,2,2,127
52223,3,0,11,0,1,4,174
52224,8,0,16,1,1,3,163
52225,1,1,18,0,1,9,152
52226,2,0,20,2,2,2,134
52227,5,1,14,1,1,7,150
52228,3,1,21,7,7,7,203
52229,1,0,13,0,4,10,128
52230,8,0,12,1,1,3,169
52231,1,0,14,1,1,1,150
52232,1,1,21,3,5,7,136
52233,4,1,17,0,,0,232
52234,5,1,11,3,4,12,204
52235,2,1,14,5,6,8,122
52236,8,0,17,0,1,4,205
52237,2,0,13,1,7,7,120
52238,2,1,25,0,1,0,119
52239,2,0,15,1,1,2,138
52240,4,0,14,,1,9,278
52241,2,1,12,1,1,1,168
52242,2,0,19,1,1,8,168
52243,6,0,17,0,1,5,152
52244,4,0,,1,1,7,297
52245,3,0,13,,1,0,287
52246,2,0,12,0,1,7,137
52247,6,0,11,0,1,0,126
52248,2,0,11,1,1,3,125
52249,2,1,11,1,1,0,166
52250,7,0,12,,1,0,283
52251,4,0,14,,1,7,261
52252,1,0,17,1,1,0,126
52253,8,0,11,,3,10,282
52254,1,1,14,0,1,8,184
52255,2,1,12,0,1,1,130
52256,2,0,22,1,1,1,112
52257,2,1,14,1,1,0,111
52258,2,1,20,2,2,2,129
52259,3,1,16,,1,11,288
52260,2,1,15,2,,0,236
52261,2,0,20,1,2,2,126
52262,3,0,14,,1,8,288
52263,1,1,12,1,1,2,145
52264,5,1,,6,11,10,298
52265,7,0,12,3,5,4,205
52266,5,0,13,0,5,10,144
52267,1,1,11,1,1,2,122
52268,2,0,14,2,14,13,292
52269,5,0,11,0,1,8,145
52270,1,1,14,1,2,2,135
52271,7,1,16,0,1,0,124
52272,4,0,14,10,15,17,202
52273,10,1,11,4,5,12,154
52274,2,0,11,0,1,5,180
52275,2,1,12,0,2,2,139
52276,1,0,14,3,7,7,128
52277,8,1,18,0,1,7,147
52278,4,1,13,4,7,7,133
52279,3,0,11,1,1,2,121
52280,2,0,18,1,2,1,121
52281,2,0,15,0,1,8,162
52282,4,0,22,,1,0,281
52283,7,1,13,,15,2,271
52284,2,0,12,1,2,2,124
52285,2,0,18,0,1,1,149
52286,1,0,13,0,1,3,139
52287,1,0,12,5,6,7,146
52288,4,0,12,1,1,7,171
52289,7,0,12,2,5,7,134
52290,1,0,11,7,7,5,167
52291,5,1,11,,1,2,269
52292,3,1,12,1,1,0,191
52293,10,1,19,7,7,7,184
52294,2,1,23,1,1,,219
52295,1,0,11,1,1,7,145
52296,2,1,19,8,9,6,199
52297,2,0,13,3,11,9,162
52298,2,1,11,2,2,2,123
52299,5,0,12,1,1,2,124
52300,1,1,13,,2,10,279
52301,5,0,14,,9,11,292
52302,7,0,,2,7,7,297
52303,10,0,16,1,1,0,135
52304,1,0,11,0,1,6,185
52305,2,0,13,3,8,8,147
52306,1,0,17,0,1,7,141
52307,2,1,11,1,1,1,142
52308,2,1,11,0,,10,240
52309,4,0,15,0,1,7,169
52310,2,0,12,4,9,6,161
52311,4,0,11,0,1,2,137
52312,8,1,14,1,5,9,200
52313,4,0,22,1,1,3,124
52314,3,0,16,5,6,13,146
52315,2,0,11,1,1,8,179
52316,9,0,14,0,1,0,125
52317,4,0,16,0,1,3,231
52318,2,0,15,1,1,0,116
52319,1,0,12,0,1,0,154
52320,4,0,20,0,1,0,151
52321,7,1,17,1,,8,237
52322,5,1,12,13,,9,234
52323,2,0,20,1,1,0,120
52324,6,0,20,6,11,8,164
52325,5,0,13,5,7,7,154
52326,8,0,14,0,1,0,128
52327,1,1,18,0,3,2,146
52328,2,0,11,0,1,3,126
52329,2,0,11,4,4,11,167
52330,2,0,11,1,1,4,147
52331,2,1,15,5,6,7,162
52332,4,1,12,0,1,4,161
52333,3,0,11,3,3,2,206
52334,4,1,14,2,3,3,155
52335,8,1,15,1,1,3,130
52336,7,0,13,1,1,2,200
52337,1,1,13,1,1,2,141
52338,4,0,21,0,1,,209
52339,3,0,11,1,1,2,162
52340,3,1,11,1,,2,232
52341,2,1,14,0,1,8,141
52342,2,1,11,1,4,4,158
52343,2,1,13,4,7,7,124
52344,1,0,12,1,1,1,139
52345,1,0,14,,1,9,268
52346,10,0,13,1,1,4,130
52347,5,0,18,1,1,2,136
52348,3,0,11,2,2,2,194
52349,5,0,11,0,1,2,132
52350,1,0,12,0,1,7,136
52351,2,0,13,0,1,9,180
52352,4,0,20,0,1,3,143
52353,1,1,12,4,7,7,176
52354,7,0,19,,12,7,273
52355,4,1,,1,1,5,297
52356,3,0,13,0,,0,247
52357,4,1,16,0,1,1,193
52358,2,0,12,0,1,0,114
52359,8,0,14,1,1,2,148
52360,4,0,11,,1,0,264
52361,6,0,14,1,1,3,130
52362,2,0,12,0,1,0,113
52363,1,0,14,1,1,4,121
52364,2,0,16,0,1,8,158
52365,5,0,13,1,1,2,156
52366,8,0,12,1,1,2,134
52367,4,0,12,2,2,2,144
52368,1,0,14,0,1,3,135
52369,3,0,22,0,1,0,121
52370,4,0,19,,5,6,272
52371,2,1,12,1,1,3,142
52372,5,0,12,0,1,3,192
52373,6,0,17,1,1,2,133
52374,3,1,12,0,1,3,121
52375,4,0,11,0,1,7,140
52376,2,0,18,2,9,9,208
52377,5,0,11,4,4,3,201
52378,3,1,23,0,1,0,136
52379,2,0,11,1,4,7,174
52380,3,1,18,1,1,7,209
52381,10,0,18,1,1,2,121
52382,7,1,13,0,2,2,137
52383,5,1,18,1,1,2,194
52384,5,0,11,0,2,2,155
52385,2,0,15,2,2,2,127
52386,3,0,11,4,,8,238
52387,1,0,18,0,1,3,185
52388,4,0,14,0,1,3,132
52389,5,0,12,,8,8,266
52390,3,0,14,0,1,2,167
52391,3,0,14,1,1,2,123
52392,2,0,13,1,1,3,134
52393,1,0,14,1,1,3,144
52394,4,0,18,2,3,12,148
52395,9,0,15,1,2,2,153
52396,2,0,13,0,5,8,137
52397,8,0,12,0,1,0,148
52398,2,0,13,0,1,0,113
52399,1,0,24,1,2,8,149
52400,4,0,14,0,1,7,205
52401,8,0,14,,6,9,270
52402,4,0,15,1,1,2,129
52403,6,0,11,1,1,0,158
52404,1,1,23,4,10,10,146
52405,2,0,13,0,1,0,124
52406,3,1,11,0,1,0,132
52407,2,0,13,0,1,0,120
52408,6,1,18,2,2,2,202
52409,2,0,14,1,1,4,186
52410,1,0,21,0,1,3,121
52411,1,1,16,1,1,2,140
52412,9,0,11,1,1,2,138
52413,4,1,17,1,1,2,146
52414,8,0,11,1,1,0,126
52415,2,0,14,0,1,0,116
52416,1,0,14,1,1,3,149
52417,5,0,25,0,1,2,148
52418,1,0,13,1,1,2,132
52419,2,0,14,0,1,7,165
52420,3,1,17,1,1,0,164
52421,3,0,25,0,1,,212
52422,4,0,20,0,,12,260
52423,7,0,13,1,1,7,124
52424,4,0,13,,14,17,263
52425,5,0,18,2,2,2,184
52426,9,0,12,,5,1,266
52427,2,0,19,3,3,3,186
52428,1,0,14,1,1,2,123
52429,4,0,14,1,1,0,120
52430,2,1,14,7,8,6,171
52431,2,0,12,2,7,7,141
52432,2,1,13,1,,9,244
52433,1,1,25,3,5,7,123
52434,5,0,14,0,1,0,148
52435,2,0,17,2,3,7,143
52436,4,0,13,1,1,7,197
52437,2,0,13,1,1,2,143
52438,5,0,20,1,1,3,121
52439,3,1,14,4,13,9,201
52440,1,0,12,7,7,1,155
52441,2,1,12,4,5,7,152
52442,2,1,21,,7,7,264
52443,1,0,14,0,1,0,123
52444,4,1,18,1,2,2,141
52445,2,0,12,3,7,7,174
52446,1,0,23,2,4,2,124
52447,4,0,12,1,2,5,159
52448,4,1,21,1,1,2,126
52449,9,0,14,7,7,7,164
52450,7,0,18,0,1,0,125
52451,3,0,13,2,2,2,164
52452,2,0,11,1,6,7,197
52453,4,0,11,0,1,2,161
52454,2,0,19,1,1,2,125
52455,4,0,12,1,1,3,193
52456,2,1,12,1,1,0,121
52457,1,0,16,0,1,9,202
52458,5,0,11,1,1,4,149
52459,5,0,14,0,1,2,141
52460,9,0,12,6,7,6,124
52461,2,0,13,0,1,0,130
52462,2,0,,0,2,13,296
52463,10,0,17,0,2,1,155
52464,2,0,21,1,1,0,121
52465,1,0,11,3,7,7,199
52466,3,0,12,1,1,2,142
52467,7,0,13,1,1,0,168
52468,2,1,18,0,1,5,147
52469,4,1,16,0,1,4,161
52470,3,0,11,3,7,6,182
52471,2,0,19,1,1,3,189
52472,5,1,,0,1,0,293
52473,3,0,16,0,2,2,121
52474,4,1,13,0,1,2,156
52475,9,0,,1,1,1,296
52476,2,0,17,6,6,8,134
